"satisfaction_level";"last_evaluation";"number_project";"average_montly_hours";"time_spend_company";"Work_accident";"left";"promotion_last_5years";"salary";"satisfied"
"443";0.88;1;4;259;5;0;1;0;"medium";TRUE
"444";0.09;0.87;7;305;4;0;1;0;"medium";FALSE
"445";0.4;0.56;2;130;3;1;1;0;"medium";FALSE
"446";0.17;0.55;6;250;5;0;1;0;"medium";FALSE
"447";0.82;0.82;5;220;6;0;1;0;"medium";TRUE
"448";0.9;0.83;4;266;5;0;1;0;"high";TRUE
"449";0.43;0.54;2;153;3;0;1;0;"low";FALSE
"450";0.42;0.46;2;147;3;0;1;0;"low";FALSE
"451";0.43;0.54;2;130;3;0;1;0;"low";FALSE
"452";0.1;0.93;6;307;4;0;1;0;"low";FALSE
"453";0.37;0.46;2;156;3;0;1;0;"low";FALSE
"454";0.76;0.98;4;237;5;0;1;0;"low";TRUE
"455";0.88;0.89;4;254;5;0;1;0;"low";TRUE
"456";0.39;0.48;2;151;3;0;1;0;"low";FALSE
"457";0.45;0.54;2;131;3;0;1;0;"medium";FALSE
"458";0.91;0.95;5;241;5;0;1;0;"medium";TRUE
"459";0.86;0.85;5;267;5;0;1;0;"medium";TRUE
"460";0.39;0.53;2;153;3;0;1;0;"medium";FALSE
"461";0.89;1;4;217;5;0;1;0;"medium";TRUE
"462";0.11;0.86;6;254;4;0;1;0;"medium";FALSE
"463";0.1;0.87;6;265;5;0;1;0;"medium";FALSE
"464";0.38;0.57;2;146;3;0;1;0;"medium";FALSE
"465";0.4;0.54;2;156;3;0;1;0;"medium";FALSE
"466";0.86;0.97;5;269;5;0;1;0;"medium";TRUE
"467";0.1;0.86;6;288;4;0;1;0;"medium";FALSE
"468";0.1;0.85;6;283;4;0;1;0;"medium";FALSE
"469";0.83;0.94;4;264;5;0;1;0;"low";TRUE
"470";0.38;0.51;2;141;3;0;1;0;"low";FALSE
"471";0.45;0.68;4;212;4;1;1;0;"low";FALSE
"472";0.39;0.56;2;160;3;0;1;0;"low";FALSE
"473";0.45;0.47;2;150;3;0;1;0;"low";FALSE
"474";0.42;0.53;2;132;3;1;1;0;"low";FALSE
"475";0.1;0.87;6;248;4;0;1;0;"low";FALSE
"476";0.78;0.96;5;272;5;0;1;0;"low";TRUE
"477";0.39;0.56;2;160;3;0;1;0;"low";FALSE
"478";0.1;0.87;7;299;4;0;1;0;"low";FALSE
"479";0.1;0.8;6;292;4;0;1;0;"medium";FALSE
"480";0.43;0.46;2;126;3;0;1;0;"medium";FALSE
"481";0.38;0.45;2;132;3;0;1;0;"medium";FALSE
"482";0.09;0.77;6;282;5;0;1;0;"medium";FALSE
"483";0.39;0.53;2;141;3;0;1;0;"medium";FALSE
"484";0.73;0.99;6;206;5;0;1;0;"medium";TRUE
"485";0.38;0.49;2;140;3;0;1;0;"medium";FALSE
"486";0.1;0.91;6;255;4;0;1;0;"medium";FALSE
"487";0.41;0.54;2;133;3;0;1;0;"medium";FALSE
"488";0.43;0.51;2;131;3;0;1;0;"medium";FALSE
"489";0.36;0.51;2;144;3;0;1;0;"low";FALSE
"490";0.9;1;4;229;5;0;1;0;"low";TRUE
"491";0.44;0.56;2;141;3;0;1;0;"low";FALSE
"492";0.78;0.95;4;260;5;0;1;0;"low";TRUE
"493";0.37;0.52;2;141;3;0;1;0;"low";FALSE
"494";0.4;0.47;2;144;3;1;1;0;"low";FALSE
"495";0.84;1;5;250;5;0;1;0;"low";TRUE
"496";0.09;0.86;6;245;4;0;1;0;"low";FALSE
"497";0.83;0.93;4;269;5;0;1;0;"low";TRUE
"498";0.11;0.87;6;273;4;0;1;0;"low";FALSE
"499";0.37;0.5;2;142;3;0;1;0;"low";FALSE
"500";0.09;0.93;6;273;5;0;1;0;"low";FALSE
"501";0.43;0.47;2;248;2;0;1;0;"medium";FALSE
"502";0.39;0.56;2;147;3;0;1;0;"medium";FALSE
"503";0.85;0.9;2;168;2;0;1;0;"medium";TRUE
"504";0.38;0.52;2;128;3;0;1;0;"medium";FALSE
"505";0.76;0.84;5;227;5;1;1;0;"medium";TRUE
"506";0.44;0.51;2;135;3;0;1;0;"medium";FALSE
"507";0.73;1;4;268;5;0;1;0;"medium";TRUE
"508";0.43;0.53;2;136;3;0;1;0;"medium";FALSE
"509";0.1;0.85;6;266;4;0;1;0;"low";FALSE
"510";0.84;1;5;242;5;0;1;0;"low";TRUE
"511";0.38;0.51;2;159;3;0;1;0;"low";FALSE
"512";0.41;0.49;2;147;3;0;1;0;"low";FALSE
"513";0.37;0.51;2;154;3;1;1;0;"low";FALSE
"514";0.43;0.56;2;129;3;0;1;0;"low";FALSE
"515";0.46;0.53;2;161;3;0;1;0;"low";FALSE
"516";0.09;0.84;6;269;4;0;1;0;"low";FALSE
"517";0.78;0.86;5;274;5;0;1;0;"low";TRUE
"518";0.45;0.53;2;159;3;0;1;0;"low";FALSE
"519";0.42;0.47;2;135;3;0;1;0;"low";FALSE
"520";0.46;0.53;2;147;3;0;1;0;"low";FALSE
"521";0.39;0.49;2;142;3;0;1;0;"low";FALSE
"522";0.36;0.51;2;130;3;0;1;0;"low";FALSE
"523";0.43;0.53;2;147;3;0;1;0;"medium";FALSE
"524";0.85;0.87;5;246;5;1;1;0;"medium";TRUE
"525";0.11;0.92;6;281;4;0;1;0;"medium";FALSE
"526";0.11;0.9;6;253;4;0;1;0;"medium";FALSE
"527";0.38;0.47;2;128;3;0;1;0;"medium";FALSE
"528";0.43;0.57;2;129;3;0;1;0;"medium";FALSE
"529";0.14;0.75;4;277;5;1;1;0;"medium";FALSE
"530";0.37;0.45;2;149;3;0;1;0;"low";FALSE
"531";0.39;0.53;2;146;3;0;1;0;"low";FALSE
"532";0.72;0.94;4;258;5;0;1;0;"low";TRUE
"533";0.37;0.49;2;148;3;0;1;0;"low";FALSE
"534";0.82;0.94;5;236;5;0;1;0;"low";TRUE
"535";0.42;0.52;2;134;3;0;1;0;"low";FALSE
"536";0.59;1;2;155;5;0;1;0;"low";FALSE
"537";0.82;0.86;5;257;5;0;1;0;"low";TRUE
"538";0.73;0.97;6;189;2;0;1;0;"low";TRUE
"539";0.78;0.66;3;164;3;0;1;0;"low";TRUE
"540";0.09;0.95;6;271;4;0;1;0;"low";FALSE
"541";0.1;0.97;6;280;4;0;1;0;"low";FALSE
"542";0.45;0.46;2;149;3;0;1;0;"low";FALSE
"543";0.83;0.81;5;219;5;0;1;0;"low";TRUE
"544";0.43;0.51;2;128;3;0;1;0;"low";FALSE
"545";0.4;0.47;2;128;3;0;1;0;"medium";FALSE
"546";0.43;0.46;2;157;3;0;1;0;"medium";FALSE
"547";0.78;0.93;4;225;5;0;1;0;"medium";TRUE
"548";0.39;0.45;2;140;3;0;1;0;"medium";FALSE
"549";0.11;0.84;7;310;4;0;1;0;"medium";FALSE
"550";0.38;0.53;2;140;3;0;1;0;"low";FALSE
"551";0.43;0.54;2;156;3;0;1;0;"low";FALSE
"552";0.37;0.57;2;147;3;0;1;0;"low";FALSE
"553";0.11;0.92;7;293;4;0;1;0;"low";FALSE
"554";0.41;0.53;2;157;3;0;1;0;"low";FALSE
"555";0.84;0.96;4;247;5;0;1;0;"low";TRUE
"556";0.4;0.51;2;148;3;0;1;0;"low";FALSE
"557";0.58;0.74;4;215;3;0;0;0;"low";FALSE
"558";0.82;0.67;2;202;3;0;0;0;"low";TRUE
"559";0.45;0.69;5;193;3;0;0;0;"low";FALSE
"560";0.78;0.82;5;247;3;0;0;0;"low";TRUE
"561";0.49;0.6;3;214;2;0;0;0;"low";FALSE
"562";0.36;0.95;3;206;4;0;0;0;"low";FALSE
"563";0.54;0.37;2;176;2;0;0;0;"low";FALSE
"564";0.99;0.91;5;136;4;0;0;0;"low";TRUE
"565";0.5;0.75;6;127;3;0;0;0;"low";FALSE
"566";0.74;0.64;4;268;3;0;0;0;"low";TRUE
"567";0.56;0.58;4;258;3;0;0;0;"medium";FALSE
"568";0.34;0.39;2;136;3;0;0;0;"medium";FALSE
"569";0.82;0.65;4;148;3;0;0;0;"high";TRUE
"570";0.53;0.81;3;226;3;1;0;0;"low";FALSE
"571";0.86;0.99;3;169;2;1;0;0;"low";TRUE
"572";0.92;0.65;4;238;2;0;0;0;"low";TRUE
"573";0.97;0.83;4;202;3;0;0;0;"low";TRUE
"574";0.39;0.78;2;205;6;1;0;0;"low";FALSE
"575";0.45;0.66;3;111;4;0;0;0;"low";FALSE
"576";0.41;0.47;4;104;3;0;0;0;"low";FALSE
"577";0.51;0.69;3;212;3;0;0;0;"low";FALSE
"578";0.74;0.62;4;236;4;0;0;0;"low";TRUE
"579";0.69;0.57;5;245;2;1;0;0;"low";TRUE
"580";0.84;0.64;4;267;4;0;0;0;"low";TRUE
"581";0.69;0.66;5;106;5;0;0;0;"low";TRUE
"582";0.93;0.53;5;198;3;0;0;0;"low";TRUE
"583";0.33;0.45;6;239;3;0;0;0;"low";FALSE
"584";0.25;0.65;5;220;3;0;0;0;"low";FALSE
"585";0.63;0.59;5;224;3;0;0;0;"low";TRUE
"586";0.81;0.62;3;100;3;0;0;0;"low";TRUE
"587";0.12;0.87;4;244;5;0;0;0;"low";FALSE
"588";0.52;0.66;4;139;3;0;0;0;"low";FALSE
"589";0.52;0.43;2;199;2;0;0;0;"medium";FALSE
"590";0.97;0.68;3;167;3;0;0;0;"low";TRUE
"591";0.27;0.59;5;226;5;0;0;0;"low";FALSE
"592";0.65;0.64;3;223;4;0;0;0;"low";TRUE
"593";0.68;0.73;3;257;3;0;0;0;"low";TRUE
"594";0.68;0.46;4;143;3;0;0;0;"low";TRUE
"595";0.69;0.74;3;215;2;0;0;0;"low";TRUE
"596";0.79;0.99;3;194;4;0;0;0;"low";TRUE
"597";0.74;0.92;5;193;3;0;0;0;"low";TRUE
"598";0.8;0.83;3;163;3;0;0;0;"low";TRUE
"599";0.38;0.94;5;252;5;0;0;0;"low";FALSE
"600";0.26;0.83;3;168;3;0;0;0;"low";FALSE
"601";0.81;0.86;3;231;3;0;0;0;"low";TRUE
"602";0.67;0.54;2;141;2;0;0;0;"low";TRUE
"603";0.55;0.81;4;260;2;0;0;0;"low";FALSE
"604";0.87;0.71;3;132;2;0;0;0;"low";TRUE
"605";0.46;0.69;2;159;2;0;0;0;"low";FALSE
"606";0.63;0.57;4;177;3;1;0;0;"low";TRUE
"607";0.54;0.96;4;248;3;0;0;0;"low";FALSE
"608";1;0.49;3;185;2;0;0;0;"low";TRUE
"609";0.65;0.93;4;270;2;0;0;0;"medium";TRUE
"610";0.78;0.81;4;232;3;0;0;0;"medium";TRUE
"611";0.26;0.63;6;100;4;0;0;0;"medium";FALSE
"612";0.53;0.72;2;172;5;0;0;0;"low";FALSE
"613";0.25;0.41;3;133;6;1;0;0;"low";FALSE
"614";0.82;0.51;3;234;3;0;0;0;"low";TRUE
"615";0.71;0.57;2;183;4;0;0;0;"low";TRUE
"616";0.61;0.95;4;174;4;0;0;0;"low";FALSE
"617";0.89;0.68;3;175;2;0;0;0;"low";TRUE
"618";0.57;0.78;3;109;3;1;0;0;"low";FALSE
"619";0.93;0.8;4;248;3;0;0;0;"low";TRUE
"620";0.61;0.84;5;104;4;0;0;0;"low";FALSE
"621";0.56;0.62;3;154;2;0;0;0;"low";FALSE
"622";0.7;0.89;6;214;2;0;0;0;"low";TRUE
"623";0.9;0.64;4;209;4;0;0;0;"low";TRUE
"624";0.15;0.74;6;212;2;0;0;0;"low";FALSE
"625";0.39;0.36;3;168;3;1;0;0;"low";FALSE
"626";0.74;0.72;4;176;3;0;0;0;"low";TRUE
"627";0.7;0.61;4;163;4;1;0;0;"low";TRUE
"628";0.72;0.93;4;148;2;0;0;0;"low";TRUE
"629";0.4;0.69;2;174;3;0;0;0;"medium";FALSE
"630";0.98;0.74;3;164;3;0;0;0;"medium";TRUE
"631";0.6;0.64;2;137;5;0;0;0;"medium";FALSE
"632";0.38;0.44;3;137;3;0;0;0;"medium";FALSE
"633";0.51;0.41;6;106;5;0;0;0;"medium";FALSE
"634";0.91;0.61;2;272;2;0;0;0;"low";TRUE
"635";0.56;0.62;5;238;3;0;0;0;"low";FALSE
"636";0.58;0.69;4;223;4;0;0;0;"low";FALSE
"637";0.51;0.53;3;201;2;0;0;0;"low";FALSE
"638";0.91;0.55;6;97;4;0;0;0;"low";TRUE
"639";0.8;0.98;2;232;6;1;0;0;"low";TRUE
"640";0.55;0.83;4;199;3;0;0;0;"low";FALSE
"641";0.62;0.53;3;141;3;0;0;0;"low";TRUE
"642";0.62;0.6;3;171;2;0;0;0;"low";TRUE
"643";0.87;0.58;4;212;3;0;0;0;"low";TRUE
"644";0.65;0.5;5;270;2;0;0;0;"low";TRUE
"645";0.51;0.64;3;267;2;0;0;0;"low";FALSE
"646";0.98;0.77;3;134;2;1;0;0;"low";TRUE
"647";0.13;0.43;4;165;5;0;0;0;"low";FALSE
"648";0.78;0.76;5;168;4;1;0;0;"low";TRUE
"649";0.37;0.63;4;153;3;1;0;0;"medium";FALSE
"650";0.38;0.69;3;99;3;1;0;0;"high";FALSE
"651";0.57;0.85;4;164;3;0;0;0;"low";FALSE
"652";0.72;0.51;3;160;3;0;0;0;"medium";TRUE
"653";0.6;0.57;2;184;3;0;0;0;"medium";FALSE
"654";0.61;0.55;5;266;2;0;0;0;"medium";FALSE
"655";0.67;0.64;4;190;2;0;0;0;"medium";TRUE
"656";0.97;0.97;5;192;2;0;0;0;"low";TRUE
"657";0.22;0.6;3;205;6;1;0;0;"low";FALSE
"658";0.15;0.53;4;205;5;1;0;0;"low";FALSE
"659";0.6;0.6;3;258;3;0;0;0;"low";FALSE
"660";0.15;0.8;5;151;2;1;0;0;"low";FALSE
"661";0.5;0.81;3;148;2;0;0;0;"low";FALSE
"662";0.9;0.67;3;179;2;0;0;0;"low";TRUE
"663";0.84;0.51;6;141;2;1;0;0;"low";TRUE
"664";0.74;0.78;5;216;2;0;0;0;"low";TRUE
"665";0.72;0.51;3;235;2;0;0;0;"low";TRUE
"666";0.93;0.63;3;160;4;1;0;0;"low";TRUE
"667";0.54;0.69;3;141;4;0;0;0;"low";FALSE
"668";0.87;0.65;4;246;2;1;0;0;"low";TRUE
"669";0.22;0.55;4;261;3;1;0;0;"medium";FALSE
"670";0.91;0.7;3;132;4;0;0;0;"medium";TRUE
"671";0.72;0.58;5;147;3;1;0;0;"medium";TRUE
"672";0.77;0.71;4;223;3;0;0;0;"high";TRUE
"673";0.41;0.4;2;194;2;0;0;0;"low";FALSE
"674";0.51;0.49;4;234;2;0;0;0;"medium";FALSE
"675";0.72;0.79;3;149;3;0;0;0;"medium";TRUE
"676";0.47;0.57;3;162;3;1;0;0;"medium";FALSE
"677";0.53;0.67;4;238;2;0;0;0;"medium";FALSE
"678";0.65;0.52;5;149;3;0;0;0;"low";TRUE
"679";0.18;0.75;4;170;5;0;0;0;"low";FALSE
"680";0.61;0.48;3;250;2;0;0;0;"low";FALSE
"681";0.86;0.72;4;167;2;0;0;0;"low";TRUE
"682";0.14;0.77;4;166;5;0;0;0;"low";FALSE
"683";0.63;0.8;3;205;2;0;0;0;"low";TRUE
"684";0.79;0.57;3;250;3;0;0;0;"low";TRUE
"685";0.78;0.97;4;142;3;0;0;0;"low";TRUE
"686";0.14;0.52;4;217;6;0;0;0;"low";FALSE
"687";0.85;0.54;3;139;3;0;0;0;"low";TRUE
"688";0.85;0.75;4;139;3;0;0;0;"low";TRUE
"689";0.63;0.98;4;175;2;0;0;0;"medium";TRUE
"690";0.62;0.49;4;218;4;0;0;0;"medium";TRUE
"691";0.61;0.63;5;230;3;0;0;0;"medium";FALSE
"692";0.24;0.6;4;195;5;0;0;0;"medium";FALSE
"693";0.71;0.63;3;254;3;1;0;0;"high";TRUE
"694";0.49;0.8;2;275;2;0;0;0;"low";FALSE
"695";0.44;0.66;3;162;2;0;0;0;"medium";FALSE
"696";0.75;0.87;4;193;3;0;0;0;"medium";TRUE
"697";0.74;0.84;3;239;4;0;0;0;"medium";TRUE
"698";0.62;0.87;5;149;3;0;0;0;"medium";TRUE
"699";0.51;0.58;3;155;3;0;0;0;"low";FALSE
"700";0.61;0.59;5;271;2;0;0;0;"low";FALSE
"701";0.56;0.49;5;163;3;0;0;0;"low";FALSE
"702";0.79;0.76;3;160;3;0;0;0;"low";TRUE
"703";0.68;0.75;6;274;5;0;0;0;"low";TRUE
"704";0.9;0.84;2;199;3;0;0;0;"low";TRUE
"705";0.83;0.93;5;241;3;0;0;0;"low";TRUE
"706";0.94;0.82;3;187;3;0;0;0;"low";TRUE
"707";0.21;0.65;5;223;3;1;0;0;"low";FALSE
"708";0.58;0.87;3;268;2;0;0;0;"low";FALSE
"709";0.9;1;4;207;3;0;0;0;"medium";TRUE
"710";0.99;0.78;4;140;3;0;0;0;"medium";TRUE
"711";0.85;0.78;4;251;3;0;0;0;"medium";TRUE
"712";0.63;0.95;4;137;3;0;0;0;"medium";TRUE
"713";0.63;0.78;3;153;3;1;0;0;"medium";TRUE
"714";0.5;0.65;5;242;3;0;0;0;"high";FALSE
"715";0.52;0.57;3;150;3;0;0;0;"low";FALSE
"716";0.63;0.99;3;247;3;0;0;0;"medium";TRUE
"717";0.78;0.5;4;212;2;0;0;0;"medium";TRUE
"718";0.98;0.53;3;234;3;0;0;0;"medium";TRUE
"719";0.14;1;5;174;5;0;0;0;"medium";FALSE
"720";0.7;0.9;3;225;2;0;0;0;"low";TRUE
"721";0.88;0.6;4;224;2;0;0;0;"low";TRUE
"722";0.72;0.62;3;270;4;0;0;0;"low";TRUE
"723";0.88;0.51;4;139;3;0;0;0;"low";TRUE
"724";0.71;0.51;3;248;4;0;0;0;"low";TRUE
"725";0.6;0.85;3;172;2;0;0;0;"low";FALSE
"726";0.88;0.86;4;224;3;1;0;0;"low";TRUE
"727";0.55;0.72;5;232;4;0;0;0;"low";FALSE
"728";0.85;0.55;4;260;2;1;0;0;"low";TRUE
"729";0.68;0.51;4;176;4;1;0;0;"low";TRUE
"730";0.6;0.62;4;135;2;1;0;0;"medium";FALSE
"731";0.89;0.67;3;226;3;0;0;0;"medium";TRUE
"732";0.69;0.87;3;202;2;0;0;0;"medium";TRUE
"733";0.68;0.85;2;180;6;0;0;0;"medium";TRUE
"734";0.61;0.87;5;174;4;0;0;0;"medium";FALSE
"735";0.63;0.5;3;140;2;0;0;0;"high";TRUE
"736";0.5;0.96;4;147;3;0;0;0;"low";FALSE
"737";0.49;0.74;2;263;3;1;0;0;"medium";FALSE
"738";0.83;0.55;5;261;5;0;0;0;"medium";TRUE
"739";0.59;0.71;2;176;2;1;0;0;"medium";FALSE
"740";0.75;0.93;2;98;5;0;0;0;"medium";TRUE
"741";0.66;0.48;3;192;3;1;0;0;"low";TRUE
"742";0.68;0.51;4;157;3;0;0;0;"low";TRUE
"743";0.73;0.58;5;230;3;0;0;0;"low";TRUE
"744";0.98;0.53;4;192;2;1;0;0;"low";TRUE
"745";0.86;0.65;3;161;3;0;0;0;"low";TRUE
"746";0.5;0.55;3;176;3;0;0;0;"low";FALSE
"747";0.76;0.76;3;216;3;0;0;0;"low";TRUE
"748";0.3;0.47;4;176;2;0;0;0;"low";FALSE
"749";0.91;0.59;5;162;2;0;0;0;"low";TRUE
"750";0.5;0.68;4;161;3;0;0;0;"medium";FALSE
"751";0.59;0.83;3;156;2;0;0;0;"medium";FALSE
"752";0.89;0.69;3;173;3;0;0;0;"medium";TRUE
"753";0.54;0.49;4;152;3;1;0;0;"medium";FALSE
"754";0.62;0.85;3;145;3;0;0;0;"medium";TRUE
"755";0.91;0.85;3;248;3;0;0;0;"medium";TRUE
"756";0.84;0.99;2;184;2;0;0;0;"high";TRUE
"757";0.69;0.65;4;232;2;1;0;0;"low";TRUE
"758";0.76;0.63;3;162;2;0;0;0;"medium";TRUE
"759";0.8;0.54;4;269;3;0;0;0;"medium";TRUE
"760";0.4;0.47;5;108;3;0;0;0;"medium";FALSE
"761";0.8;0.99;3;248;3;1;0;0;"medium";TRUE
"762";0.76;0.4;2;122;5;0;0;0;"low";TRUE
"763";0.55;0.9;4;273;2;1;0;0;"low";FALSE
"764";0.98;0.63;3;285;6;0;0;0;"low";TRUE
"765";0.54;0.56;4;227;3;0;0;0;"low";FALSE
"766";0.63;0.56;4;248;2;1;0;0;"low";TRUE
"767";0.88;0.63;3;257;3;0;0;0;"low";TRUE
"768";0.5;0.95;5;194;3;0;0;0;"low";FALSE
"769";0.62;0.9;4;155;4;0;0;0;"low";TRUE
"770";0.66;0.63;6;223;6;0;0;0;"medium";TRUE
"771";0.73;0.41;2;231;6;1;0;0;"medium";TRUE
"772";0.54;0.64;3;250;3;0;0;0;"medium";FALSE
"773";0.72;0.68;5;266;4;0;0;0;"medium";TRUE
"774";0.75;0.64;4;247;3;1;0;0;"medium";TRUE
"775";0.77;0.57;3;189;2;0;0;0;"medium";TRUE
"776";0.42;0.94;5;227;5;0;0;0;"medium";FALSE
"777";0.13;0.69;4;127;4;0;0;0;"high";FALSE
"778";0.73;0.88;5;204;5;0;0;0;"low";TRUE
"779";0.5;0.95;5;137;3;0;0;0;"medium";FALSE
"780";0.92;0.62;4;265;3;1;0;0;"medium";TRUE
"781";0.73;0.66;3;135;2;0;0;0;"medium";TRUE
"782";0.74;0.38;2;126;3;0;0;0;"medium";TRUE
"783";0.76;0.78;3;189;2;0;0;0;"low";TRUE
"784";0.53;0.92;3;207;4;1;0;0;"low";FALSE
"785";0.65;0.72;3;134;3;0;0;0;"low";TRUE
"786";0.91;0.85;4;203;2;0;0;0;"low";TRUE
"787";0.69;0.76;5;222;3;1;0;0;"low";TRUE
"788";0.56;0.66;3;232;2;0;0;0;"low";FALSE
"789";0.93;0.98;4;160;3;0;0;0;"low";TRUE
"790";0.59;0.81;6;123;5;0;0;0;"medium";FALSE
"791";0.19;0.51;5;226;3;0;0;0;"medium";FALSE
"792";0.78;0.95;3;270;2;0;0;0;"medium";TRUE
"793";0.84;0.74;3;139;3;0;0;0;"medium";TRUE
"794";0.65;0.77;5;241;2;0;0;0;"medium";TRUE
"795";0.38;0.43;2;160;6;0;0;0;"medium";FALSE
"796";0.12;0.47;3;258;5;0;0;0;"medium";FALSE
"797";0.74;0.81;5;106;5;0;0;0;"medium";TRUE
"798";0.67;0.82;4;171;2;0;0;0;"medium";TRUE
"799";0.5;0.79;3;186;3;0;0;0;"high";FALSE
"800";0.99;0.39;6;214;5;1;0;0;"low";TRUE
"801";0.79;0.89;4;240;3;0;0;0;"medium";TRUE
"802";0.72;0.51;4;164;3;0;0;0;"medium";TRUE
"803";0.83;0.57;4;232;3;0;0;0;"medium";TRUE
"804";0.69;0.55;5;242;2;0;0;0;"medium";TRUE
"805";0.5;0.89;5;222;3;0;0;0;"low";FALSE
"806";0.82;0.84;3;139;2;1;0;0;"low";TRUE
"807";0.68;0.56;4;272;3;0;0;0;"low";TRUE
"808";0.82;0.69;4;262;2;0;0;0;"low";TRUE
"809";0.67;0.61;4;140;2;0;0;0;"low";TRUE
"810";0.54;0.58;4;206;3;0;0;0;"medium";FALSE
"811";0.99;0.76;4;204;2;0;0;0;"medium";TRUE
"812";0.44;0.9;4;117;3;0;0;0;"medium";FALSE
"813";0.74;0.48;5;144;3;0;0;0;"medium";TRUE
"814";0.9;0.77;3;156;3;0;0;0;"medium";TRUE
"815";0.86;0.58;4;211;4;0;0;0;"medium";TRUE
"816";0.66;0.52;3;149;4;1;0;0;"medium";TRUE
"817";0.64;0.96;4;152;5;0;0;0;"medium";TRUE
"818";0.5;0.59;4;192;2;0;0;0;"medium";FALSE
"819";0.88;0.68;4;274;4;0;0;0;"medium";TRUE
"820";0.72;0.47;5;168;6;0;0;0;"high";TRUE
"821";0.53;0.53;4;205;3;0;0;0;"low";FALSE
"822";0.83;0.77;3;228;3;0;0;0;"medium";TRUE
"823";0.24;0.52;4;228;5;0;0;0;"medium";FALSE
"824";0.66;0.75;5;227;3;1;0;0;"medium";TRUE
"825";0.43;0.63;3;156;3;0;0;0;"medium";FALSE
"826";0.75;0.66;5;177;2;0;0;0;"low";TRUE
"827";0.42;0.89;6;188;5;1;0;0;"low";FALSE
"828";0.54;0.74;3;185;4;0;0;0;"low";FALSE
"829";0.67;0.68;3;189;3;0;0;0;"low";TRUE
"830";0.72;0.53;5;240;2;0;0;0;"medium";TRUE
"831";0.95;0.66;4;168;2;0;0;0;"medium";TRUE
"832";0.73;0.55;4;171;4;0;0;0;"medium";TRUE
"833";0.93;0.7;3;159;2;0;0;0;"medium";TRUE
"834";0.89;0.61;3;175;4;0;0;0;"medium";TRUE
"835";0.7;0.97;4;244;3;0;0;0;"medium";TRUE
"836";0.98;0.57;3;198;3;0;0;0;"medium";TRUE
"837";0.72;0.65;5;151;3;0;0;0;"medium";TRUE
"838";0.49;0.69;2;188;4;0;0;0;"medium";FALSE
"839";0.15;0.85;3;199;2;0;0;0;"medium";FALSE
"840";0.57;0.96;4;257;3;0;0;0;"medium";FALSE
"841";0.21;0.81;4;144;4;0;0;0;"medium";FALSE
"842";0.46;0.57;4;275;3;0;0;0;"high";FALSE
"843";0.56;0.52;3;243;3;0;0;0;"low";FALSE
"844";0.81;0.66;3;181;2;1;0;0;"medium";TRUE
"845";0.93;0.59;5;172;3;0;0;0;"medium";TRUE
"846";0.82;0.97;3;244;5;0;0;0;"medium";TRUE
"847";0.76;0.51;4;242;3;0;0;0;"medium";TRUE
"848";0.97;0.81;3;249;2;0;0;0;"low";TRUE
"849";0.58;0.66;3;250;5;0;0;0;"low";FALSE
"850";0.55;0.92;3;198;3;0;0;0;"low";FALSE
"851";0.66;0.76;3;139;5;0;0;0;"low";TRUE
"852";0.84;0.41;6;255;6;1;0;0;"medium";TRUE
"853";0.81;0.8;4;229;2;0;0;0;"medium";TRUE
"854";0.81;0.69;5;134;2;0;0;0;"medium";TRUE
"855";0.5;0.75;5;255;3;0;0;0;"medium";FALSE
"856";0.78;0.68;5;189;3;0;0;0;"medium";TRUE
"857";0.76;0.74;3;183;3;0;0;0;"medium";TRUE
"858";0.49;0.71;3;154;2;0;0;0;"medium";FALSE
"859";0.99;0.61;3;167;3;0;0;0;"medium";TRUE
"860";0.73;0.48;4;139;5;0;0;0;"medium";TRUE
"861";0.88;0.74;5;245;2;0;0;0;"medium";TRUE
"862";0.79;0.91;4;200;3;0;0;0;"medium";TRUE
"863";0.83;0.98;3;159;2;0;0;0;"medium";TRUE
"864";0.21;0.44;4;163;6;0;0;0;"high";FALSE
"865";0.87;0.52;3;158;2;1;0;0;"low";TRUE
"866";1;0.89;3;194;3;0;0;0;"medium";TRUE
"867";0.49;0.98;3;267;3;1;0;0;"medium";FALSE
"868";0.51;0.63;3;183;2;0;0;0;"medium";FALSE
"869";0.57;0.6;3;218;3;0;0;0;"low";FALSE
"870";0.34;0.63;5;248;3;0;0;0;"low";FALSE
"871";0.87;0.75;4;218;2;0;0;0;"low";TRUE
"872";0.52;0.96;5;251;2;1;0;0;"low";FALSE
"873";0.58;0.91;4;173;4;0;0;0;"low";FALSE
"874";0.65;0.51;4;157;3;1;0;0;"medium";TRUE
"875";0.74;0.59;3;274;3;0;0;0;"medium";TRUE
"876";0.63;0.7;5;182;3;0;0;0;"medium";TRUE
"877";0.74;0.74;4;233;2;0;0;0;"medium";TRUE
"878";0.65;1;4;249;3;0;0;0;"medium";TRUE
"879";0.48;0.94;3;162;3;1;0;0;"medium";FALSE
"880";0.84;0.75;3;184;3;0;0;0;"medium";TRUE
"881";0.6;0.62;3;135;2;0;0;0;"medium";FALSE
"882";0.56;0.57;3;143;2;0;0;0;"medium";FALSE
"883";0.13;0.8;5;203;5;0;0;0;"medium";FALSE
"884";0.83;0.51;5;143;4;0;0;0;"medium";TRUE
"885";0.91;0.42;2;142;3;1;0;0;"medium";TRUE
"886";0.97;0.97;5;171;2;0;0;0;"high";TRUE
